nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Raynaud,Agnès,73,176.2,60.5,H,oui,aucun,Île-de-France,oui,oui,1072,41893
Grégoire,Laurent,19,163.8,67.2,F,oui,bac,Hauts-de-France,oui,oui,1774,84289
Voisin,François,21,147.9,83.5,F,oui,master,Hauts-de-France,oui,non,4029,84193
Leclercq,Caroline,24,176.5,52.9,H,non,doctorat,Corse,oui,non,2258,42029
Wagner,Isaac,45,169.9,79.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3302,83593
Rousset,Chantal,68,162.7,71.2,H,oui,doctorat,Hauts-de-France,non,oui,3048,42000
Lagarde,Gérard,35,184.6,80.6,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,3446,42365
Vasseur,Matthieu,55,170.8,91.2,H,oui,aucun,Normandie,oui,oui,2991,41657
Martin,Raymond,49,161.4,91.1,H,oui,aucun,Hauts-de-France,oui,non,3337,41922
Martel,Constance,55,165.6,62.8,F,non,master,Hauts-de-France,oui,oui,2855,83625
Boyer,Tristan,35,174.6,73.0,F,non,bac,Hauts-de-France,oui,oui,2873,84073
Rémy,Bernard,63,187.0,86.1,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2728,83501
Costa,Auguste,33,179.4,54.5,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,2977,41805
Coste,Gabriel,52,188.1,66.7,H,non,bac,Bretagne,oui,oui,1482,41945
Gilles,Michelle,68,163.5,53.7,H,non,master,Hauts-de-France,oui,non,1558,42405
Lombard,Claudine,20,166.3,48.9,H,non,bac+2,Corse,non,oui,2518,42110
Joseph,Grégoire,57,179.0,56.4,F,oui,aucun,Île-de-France,oui,oui,4323,84283
Parent,Patrick,19,175.1,85.5,F,oui,aucun,Corse,non,oui,1710,83731
Gomez,Roger,38,178.5,53.6,F,oui,bac+2,Corse,oui,oui,3568,83635
Gay,Andrée,24,171.7,78.3,H,non,bac,Normandie,oui,oui,1089,42139
Cousin,Maryse,55,161.0,79.0,F,oui,master,Hauts-de-France,oui,non,1361,83715
Garcia,Véronique,47,174.6,49.5,H,non,bac+2,Hauts-de-France,non,non,3517,41709
Girard,Juliette,58,157.7,78.3,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,3250,84286
Mercier,Anaïs,54,163.0,78.7,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2812,41587
Delahaye,Céline,28,164.6,54.9,F,oui,bac+2,Hauts-de-France,oui,oui,500,84061
Berthelot,Louis,53,173.5,46.5,H,oui,master,Occitanie,oui,oui,2614,42063
Lombard,Victor,71,167.4,80.2,F,non,aucun,Normandie,oui,oui,2137,83588
Chevalier,Nicolas,45,166.7,81.0,H,oui,doctorat,Île-de-France,non,non,2902,41718
Buisson,Noël,20,173.2,77.0,F,oui,master,Normandie,non,non,657,84118
Benoit,Gérard,62,177.6,79.2,H,non,master,Corse,oui,oui,1279,42270
Faure,Bertrand,18,167.6,69.4,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,2338,84032
Chauveau,Sylvie,23,173.3,91.5,H,non,bac+2,Hauts-de-France,non,non,3798,41956
Clément,Margaux,65,156.9,79.3,H,non,master,Hauts-de-France,non,oui,4094,41543
Aubert,Benjamin,73,173.9,86.4,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,4914,84153
Ferrand,Maggie,39,180.2,73.7,H,non,master,Bretagne,oui,non,3754,41515
Jacques,David,23,171.4,70.4,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2078,83973
Perrot,Maggie,41,185.6,57.7,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,4338,83782
Fouquet,Alexandrie,63,175.0,49.0,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,2941,42425
Labbé,Hortense,59,149.0,79.4,F,oui,bac,Auvergne-Rhône-Alpes,non,non,3562,83833
Ribeiro,Lucy,50,164.1,71.9,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,4844,83952
Thomas,Inès,49,164.9,54.1,H,non,doctorat,Bretagne,non,non,4277,41953
Ferreira,Aurore,69,189.6,70.1,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,3713,41926
Petitjean,Anne,29,183.4,58.9,F,oui,aucun,Hauts-de-France,non,oui,1917,84372
Leroux,Denise,27,182.3,95.3,F,oui,bac,Île-de-France,non,oui,3175,84059
Pascal,Mathilde,61,161.2,99.8,H,non,bac+2,Normandie,non,non,1862,41734
Legrand,Benjamin,19,166.6,75.1,F,oui,aucun,Île-de-France,oui,non,4364,84372
Pinto,Astrid,51,178.5,76.2,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3055,83967
Arnaud,Thérèse,60,170.4,78.4,F,non,bac+2,Hauts-de-France,non,oui,500,83855
Roger,Antoine,34,167.0,73.6,H,non,bac+2,Bretagne,oui,oui,1118,41894
Petit,Geneviève,36,173.9,66.9,F,oui,doctorat,Hauts-de-France,non,oui,4606,84222
Marques,Bertrand,29,185.7,63.0,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,2318,42341
Goncalves,Joseph,54,169.3,63.2,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2734,42407
Denis,Gilles,63,162.4,53.0,H,non,bac+2,Hauts-de-France,non,oui,3247,41583
Bazin,Édith,28,176.3,57.9,F,oui,aucun,Normandie,non,non,3574,84112
Lecoq,Michelle,47,163.7,73.8,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3484,84364
Techer,Jean,36,169.7,76.8,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,1880,41989
Henry,Emmanuel,26,168.0,66.9,H,non,aucun,Normandie,oui,oui,1604,41977
Berthelot,Renée,23,168.2,46.8,F,oui,doctorat,Corse,oui,non,1910,84137
Durand,Patricia,67,167.2,66.2,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,2210,84281
Boucher,Aurélie,23,169.4,77.2,F,oui,master,Auvergne-Rhône-Alpes,oui,non,3549,84398
Ribeiro,Michel,41,163.5,52.0,F,oui,master,Auvergne-Rhône-Alpes,non,oui,1249,83585
Carlier,David,36,165.1,64.7,F,non,bac+2,Occitanie,oui,oui,1576,83544
Pages,Alexandrie,74,157.0,63.2,F,non,master,Bretagne,oui,non,2717,83853
Simon,Christelle,75,176.0,61.6,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2004,83664
Charpentier,Amélie,48,160.7,69.5,F,oui,doctorat,Normandie,oui,oui,1481,84139
Caron,Marcelle,58,175.7,43.2,F,non,bac,Occitanie,oui,oui,2068,83530
Masse,Benoît,71,173.0,72.8,F,non,doctorat,Occitanie,oui,non,5731,83578
Neveu,Andrée,37,173.5,54.9,F,non,doctorat,Occitanie,oui,oui,2385,83738
Louis,Paul,18,152.2,68.8,H,non,bac+2,Occitanie,oui,non,1500,41508
Gillet,Aimé,75,179.2,61.8,F,non,bac,Occitanie,oui,oui,2359,84480
Brunel,Margaud,66,163.6,96.1,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,2114,83955
Garcia,Aurélie,73,188.3,82.2,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,3078,84357
Delorme,Emmanuel,28,173.7,75.9,H,oui,bac+2,Occitanie,oui,oui,500,41706
Vallet,Benoît,21,167.2,82.7,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2441,83806
Neveu,Xavier,51,155.9,69.2,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,4544,41756
Carpentier,Lucas,73,182.5,69.1,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,3641,84112
Vaillant,Noël,40,166.3,44.4,H,oui,bac,Bretagne,non,non,1390,42030
Launay,Hélène,44,185.6,65.9,F,oui,aucun,Corse,oui,oui,2207,84417
Lesage,Raymond,71,167.0,98.6,H,oui,master,Occitanie,oui,oui,4451,41925
Boyer,Pauline,26,192.2,67.6,H,non,bac+2,Bretagne,non,oui,2854,42123
Vallée,Sébastien,46,154.8,92.2,F,oui,bac+2,Île-de-France,oui,oui,1098,83941
Le Roux,Gilbert,72,172.2,53.5,H,oui,bac+2,Hauts-de-France,oui,oui,1793,42391
Gallet,Cécile,23,161.6,60.9,F,oui,aucun,Île-de-France,non,non,1853,84317
Philippe,Charles,20,164.5,82.5,H,oui,aucun,Île-de-France,non,oui,1174,42320
Bousquet,Michelle,34,172.2,88.3,H,oui,bac+2,Île-de-France,oui,non,1884,42195
Labbé,Hélène,56,162.8,66.5,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3915,42306
Rey,Agnès,72,171.9,62.0,F,non,bac+2,Hauts-de-France,oui,oui,3080,83825
Dufour,Léon,22,159.0,80.2,H,oui,doctorat,Corse,oui,non,2990,41822
Rocher,Camille,28,166.9,57.4,H,oui,bac,Occitanie,non,non,1435,42010
Godard,Louise,29,175.3,88.4,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,1735,84078
Verdier,Margaux,50,174.6,38.7,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,1798,41645
Deschamps,Antoine,51,169.7,56.4,H,non,bac+2,Bretagne,oui,oui,1376,42380
Fernandes,Raymond,49,163.3,74.4,H,non,bac+2,Occitanie,non,non,2275,42072
Dumas,Anouk,71,147.6,38.2,F,oui,doctorat,Normandie,non,non,1771,84297
Gautier,Adrien,45,174.6,28.8,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,1900,42183
Lemaire,Michelle,61,164.7,90.8,F,oui,master,Occitanie,oui,oui,2037,84250
Meunier,Éric,43,173.8,72.1,F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,500,84114
Poulain,Alfred,39,177.7,73.2,H,non,aucun,Corse,non,non,3109,42470
Lucas,Émile,35,209.3,38.7,F,non,bac+2,Occitanie,non,non,4569,83870
Bernier,Monique,50,167.1,74.3,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,2445,84202
Deschamps,Dominique,49,165.8,61.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,2895,42411
Pasquier,Raymond,49,154.8,81.3,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2000,41944
Brunel,Inès,57,158.7,63.2,H,oui,doctorat,Occitanie,non,oui,4008,42056
Roux,Léon,60,164.6,75.4,F,non,doctorat,Bretagne,non,non,1622,84374
Mace,Maggie,52,177.6,80.3,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,4718,41625
Maillet,Suzanne,72,168.2,80.0,F,non,master,Île-de-France,oui,oui,2617,83903
Bernier,Raymond,60,183.0,59.2,F,oui,master,Normandie,oui,oui,3394,83687
Étienne,Cécile,42,168.1,69.0,F,oui,doctorat,Occitanie,non,oui,2610,84454
Le Gall,Thérèse,72,172.5,68.3,H,oui,master,Bretagne,non,oui,2757,41945
Rousset,Jeanne,42,185.8,84.8,F,non,bac+2,Île-de-France,oui,oui,3542,84473
Poulain,Eugène,26,165.4,56.7,F,non,doctorat,Île-de-France,non,oui,3646,84016
Gros,Pauline,45,178.8,92.1,F,non,master,Auvergne-Rhône-Alpes,oui,non,1775,84165
Prévost,Jacqueline,33,167.7,45.4,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2029,42466
Antoine,Daniel,25,180.0,63.0,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,3268,83754
Bernier,Marie,73,168.1,74.9,F,non,bac+2,Île-de-France,non,oui,1122,83800
Rémy,Sébastien,38,170.9,25.1,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2275,83665
Grondin,Jérôme,61,153.7,88.1,H,non,master,Auvergne-Rhône-Alpes,oui,non,3432,42016
Regnier,Anaïs,41,174.7,92.8,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1361,83784
Giraud,Paul,21,187.5,84.0,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2216,83779
Maillot,Noël,35,181.4,53.4,H,non,master,Corse,non,non,1510,42155
Garnier,Danielle,59,163.9,62.1,F,non,master,Auvergne-Rhône-Alpes,oui,oui,1232,84279
Delannoy,Aimé,34,182.2,66.1,F,oui,aucun,Hauts-de-France,non,oui,2923,84407
Caron,Adèle,70,164.3,42.7,F,non,doctorat,Normandie,oui,oui,2824,83993
Laine,Christelle,41,150.9,69.0,F,oui,bac,Hauts-de-France,non,non,858,83591
Techer,Françoise,44,189.9,83.7,F,oui,bac,Normandie,non,non,2626,83901
Guillon,Lucy,59,182.6,57.3,H,non,doctorat,Corse,non,oui,3152,42250
Baudry,Margaux,27,172.0,74.0,H,oui,bac,Bretagne,non,oui,4026,42476
Dumont,Chantal,45,177.3,74.3,F,oui,bac,Hauts-de-France,non,oui,514,83748
Pelletier,Geneviève,34,160.4,68.2,F,oui,aucun,Occitanie,oui,oui,2612,84130
Petit,Roger,75,158.7,106.2,H,non,doctorat,Bretagne,oui,non,4319,42390
Gallet,Philippine,44,176.0,71.1,F,oui,master,Hauts-de-France,oui,oui,2245,84263
Perez,Édouard,65,160.5,71.2,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2809,42204
Noël,Xavier,67,157.6,75.0,F,non,doctorat,Normandie,oui,non,2313,83785
Dias,Paul,31,150.9,57.1,H,oui,bac,Corse,non,oui,2003,42211
Pierre,Céline,34,188.9,78.3,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,897,41720
Delmas,Marianne,45,174.9,46.8,F,oui,bac+2,Hauts-de-France,non,oui,3799,83530
Jourdan,Yves,41,165.3,68.6,F,oui,doctorat,Île-de-France,oui,non,4090,83740
Benoit,Thérèse,68,157.1,49.0,H,non,doctorat,Normandie,non,non,1799,42390
Ferreira,Alix,62,180.4,47.2,F,oui,doctorat,Corse,non,oui,500,84392
Valentin,Sébastien,43,165.5,78.3,F,non,aucun,Corse,non,oui,3940,83685
Peltier,Michelle,74,165.4,63.8,H,non,bac+2,Normandie,oui,oui,3884,41703
Dos Santos,Anouk,23,151.3,64.2,F,non,master,Auvergne-Rhône-Alpes,non,non,2728,84334
Langlois,Diane,70,174.5,62.4,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2541,41993
Giraud,Monique,64,145.1,60.1,F,non,aucun,Île-de-France,oui,non,3044,83727
Étienne,Lucie,68,160.2,70.9,H,oui,master,Corse,non,oui,3036,41913
Guyon,Olivier,23,166.6,72.6,H,oui,bac,Hauts-de-France,non,non,1344,42327
Barre,Luce,38,167.9,79.2,F,non,bac,Bretagne,oui,non,2688,84293
Peltier,Sophie,70,164.1,73.4,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3357,84333
Fernandez,Élise,43,149.5,87.4,F,oui,aucun,Île-de-France,oui,non,2096,83588
Lopes,Louis,47,174.3,88.0,H,non,bac,Île-de-France,non,non,853,41928
Coulon,Théodore,56,162.9,65.7,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,1559,83923
Boyer,Gilles,25,187.3,57.1,H,non,master,Occitanie,oui,oui,1833,41955
Guilbert,Léon,31,172.0,52.0,H,non,bac+2,Occitanie,non,oui,2025,42004
Letellier,Hortense,72,173.2,65.0,H,oui,bac+2,Corse,non,oui,2387,41927
Delmas,Manon,68,164.7,47.3,H,oui,bac+2,Bretagne,oui,non,2885,41809
Chevalier,Arthur,33,187.5,70.3,F,non,aucun,Île-de-France,non,oui,2770,83744
Brunel,Yves,38,176.9,51.0,F,oui,master,Normandie,non,oui,4543,84339
Laine,Adèle,53,172.0,94.5,H,oui,bac+2,Corse,non,non,1620,42102
Evrard,Danielle,56,188.2,81.6,H,oui,bac+2,Normandie,non,non,3163,42328
Lemonnier,Daniel,60,172.3,66.3,F,oui,doctorat,Île-de-France,oui,oui,3940,83760
Pinto,Antoinette,50,171.4,40.5,F,non,master,Hauts-de-France,oui,oui,1159,83939
Wagner,Édouard,51,168.1,74.6,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2432,83925
Weber,Thibault,26,182.2,40.7,F,non,bac+2,Normandie,non,non,2672,83979
Barbe,Alice,34,151.8,81.4,F,non,master,Hauts-de-France,non,non,2386,84480
Lamy,Auguste,49,174.2,57.0,H,non,aucun,Corse,oui,oui,4035,41667
Costa,Valentine,29,180.4,78.8,H,non,bac+2,Hauts-de-France,non,oui,2344,41853
Thierry,Grégoire,75,175.8,59.4,F,oui,master,Auvergne-Rhône-Alpes,non,oui,3526,83676
Gaudin,Xavier,25,186.5,86.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1624,42224
Hamon,Stéphane,29,173.6,50.6,H,non,doctorat,Corse,oui,oui,3186,42209
Boyer,Pauline,54,174.5,42.0,H,non,aucun,Corse,non,non,1105,41885
Dias,Paulette,74,167.2,65.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1048,84174
Ledoux,Michelle,24,173.9,73.8,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,2266,83545
Blot,Édouard,60,162.4,85.7,F,non,bac+2,Île-de-France,non,non,4486,83794
Gay,Isaac,59,165.2,60.8,F,non,doctorat,Hauts-de-France,oui,non,3089,84138
Collin,Bertrand,69,166.4,67.9,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3387,83530
Bertrand,Audrey,34,150.9,89.8,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,2587,42269
Brunel,Alex,28,165.9,68.7,F,non,bac+2,Hauts-de-France,oui,oui,2454,84418
Hubert,Guillaume,69,152.7,92.4,F,non,doctorat,Hauts-de-France,non,non,2549,83812
Petit,Geneviève,71,174.4,84.3,F,oui,master,Occitanie,non,oui,1274,84426
Bonnet,Brigitte,54,174.7,66.0,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,3516,83792
Toussaint,Renée,45,148.7,68.5,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,1776,42215
Parent,Lucas,59,174.3,77.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1650,41613
Ledoux,Adrien,23,162.9,68.3,F,non,bac,Hauts-de-France,non,non,1424,83546
Bailly,Zacharie,51,178.4,64.5,F,non,doctorat,Île-de-France,oui,non,500,83792
Brunet,Marguerite,50,166.3,54.4,H,non,master,Provence-Alpes-Côte d’Azur,non,non,542,41653
Leconte,Tristan,54,157.6,71.6,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,4094,83917
Ferreira,Paul,60,173.1,60.9,F,oui,bac,Normandie,oui,oui,3047,83985
Marie,Luc,74,165.4,59.6,F,non,doctorat,Occitanie,non,non,1114,83963
Aubry,Stéphane,34,152.5,64.2,F,oui,bac,Hauts-de-France,oui,non,2689,84106
Leconte,Roger,56,169.0,63.8,F,oui,master,Île-de-France,oui,oui,1365,83788
Caron,Marc,18,176.1,50.2,H,non,master,Normandie,non,oui,3431,42183
Philippe,Lucas,70,160.0,58.7,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,739,83719
Clerc,Margaux,30,165.0,84.6,H,oui,bac,Île-de-France,oui,oui,3118,42221
Faivre,Georges,27,179.8,77.8,H,non,doctorat,Corse,oui,oui,1175,41592
Gilles,Raymond,47,166.7,58.3,H,non,master,Île-de-France,oui,oui,4096,41644
Morin,Nicole,27,158.0,83.4,F,non,master,Île-de-France,non,oui,3571,84299
Garnier,Michel,30,188.3,63.9,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3354,83888
Perrot,Marine,72,192.8,60.7,F,non,master,Bretagne,oui,oui,657,83550
Guillon,Diane,49,151.2,80.7,F,oui,aucun,Île-de-France,non,oui,500,84376
Morin,Frédérique,53,166.3,76.6,H,non,master,Occitanie,oui,oui,2722,41913
Rey,Tristan,59,174.3,73.3,F,non,master,Île-de-France,oui,oui,4034,84369
Neveu,Océane,30,160.5,59.8,F,non,master,Corse,oui,oui,1572,84038
Marty,Denis,61,178.3,83.5,F,non,bac,Bretagne,non,non,3041,84048
Le Gall,Théophile,71,181.8,52.3,F,non,bac,Corse,non,non,4500,84479
Fabre,Hortense,23,185.2,81.0,F,oui,bac,Corse,oui,non,4638,83827
Weber,Colette,24,153.4,62.1,F,non,bac+2,Corse,oui,oui,1617,84297
Legros,Jeanne,19,177.2,54.2,F,non,bac+2,Hauts-de-France,oui,non,3408,83537
Briand,René,75,183.7,80.4,H,oui,bac+2,Normandie,oui,non,2840,41702
Launay,Bernadette,25,160.1,57.3,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,3999,41758
Bouvier,Agnès,67,177.8,69.4,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1998,84090
Dumas,Hortense,46,149.7,53.9,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,4793,83721
Delannoy,Sébastien,28,157.2,72.8,H,oui,bac+2,Hauts-de-France,non,non,3708,41921
Germain,Célina,66,157.5,72.8,F,oui,bac,Auvergne-Rhône-Alpes,non,non,3625,84235
Baron,Éric,25,170.1,113.0,H,non,master,Île-de-France,oui,non,500,41879
Guichard,Josette,48,180.6,67.4,F,non,doctorat,Hauts-de-France,oui,oui,3426,84254
Diaz,Christophe,63,174.4,59.0,F,non,bac,Hauts-de-France,non,non,2774,83798
Blanchard,Daniel,26,151.4,79.0,F,non,master,Occitanie,non,non,2857,83826
Legendre,Alexandrie,46,176.4,85.9,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2941,42020
Hubert,Marc,43,171.5,56.8,H,non,aucun,Normandie,oui,non,1645,41782
Lebreton,Sébastien,59,181.9,91.5,H,oui,doctorat,Bretagne,non,oui,2214,41701
Martel,Olivie,61,170.5,56.4,F,non,bac+2,Île-de-France,non,non,3907,84207
Hamel,Noël,57,176.7,99.1,H,non,master,Corse,non,non,1446,41774
Bazin,Thibault,74,166.2,73.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3275,84316
Carre,Adèle,42,167.8,56.9,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3557,41546
Parent,Michel,66,177.2,56.3,H,oui,aucun,Bretagne,oui,non,4126,41783
Guillaume,Raymond,37,181.7,72.0,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,2595,83970
Hamon,Lorraine,40,175.5,57.1,H,oui,aucun,Occitanie,non,oui,2536,41843
Camus,Bertrand,18,148.5,83.1,F,non,bac,Corse,non,oui,626,84084
Barbe,Richard,60,185.0,65.0,H,non,doctorat,Corse,oui,oui,2245,42216
Vaillant,Alexandre,55,163.7,65.7,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,4202,42220
Maury,Hélène,71,145.1,89.2,F,oui,aucun,Île-de-France,non,non,2905,84429
Moreau,Bernadette,48,157.9,53.9,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,4511,42287
Letellier,Sabine,51,160.5,52.7,F,non,doctorat,Occitanie,non,non,3864,83910
Étienne,Marthe,62,173.4,55.9,F,non,bac,Hauts-de-France,oui,oui,2759,84029
Devaux,Céline,47,159.7,86.5,H,oui,bac,Occitanie,non,oui,3773,42000
Duval,Alain,28,175.3,75.4,F,oui,doctorat,Normandie,oui,oui,4613,83662
Camus,Xavier,54,170.0,52.3,F,oui,doctorat,Hauts-de-France,oui,oui,3039,84437
Munoz,Lucas,41,190.9,54.8,F,non,master,Île-de-France,oui,oui,2066,84207
Joseph,Suzanne,55,174.2,69.2,F,oui,bac+2,Bretagne,oui,oui,1321,83582
Mathieu,Brigitte,65,181.2,104.8,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,2735,84231
Diallo,Jacques,44,161.0,46.8,F,non,doctorat,Occitanie,non,non,2809,84124
Poulain,Sabine,48,181.0,77.1,H,oui,doctorat,Occitanie,non,non,2497,42221
Courtois,Daniel,27,164.1,53.6,F,oui,doctorat,Normandie,non,oui,3501,84378
Robin,Geneviève,43,179.1,46.8,F,oui,master,Bretagne,oui,non,4407,84119
Potier,Gilbert,63,175.7,91.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,889,42363
Jacquot,Emmanuelle,57,156.3,67.8,H,oui,master,Île-de-France,oui,non,3103,42351
Perez,Marianne,52,188.0,80.6,H,oui,bac+2,Corse,oui,non,2208,42481
Rousseau,Roland,71,159.7,88.5,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1342,84181
Boucher,Michèle,49,186.3,65.7,H,non,master,Hauts-de-France,non,oui,4408,41590
Bernier,Madeleine,51,176.8,67.9,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1876,83783
Jourdan,Agnès,52,166.6,76.4,H,non,bac,Hauts-de-France,non,non,2592,41843
Michaud,Michèle,27,164.1,67.5,F,non,bac,Île-de-France,non,oui,2594,84298
Carpentier,Henri,63,148.7,76.9,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,1324,42232
Rousseau,Émile,75,158.5,44.7,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,500,84154
Devaux,Anaïs,66,156.4,59.4,H,non,doctorat,Normandie,oui,oui,4843,42288
Maréchal,Philippine,38,164.7,72.7,F,non,aucun,Occitanie,oui,oui,2980,83523
Clerc,Bertrand,32,171.3,68.8,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1065,41681
Louis,Henri,59,184.5,97.1,H,non,doctorat,Normandie,non,oui,500,42318
Lefebvre,Margaud,58,159.8,65.8,H,oui,bac+2,Hauts-de-France,oui,oui,1342,41609
Buisson,Marine,45,175.1,59.1,F,oui,aucun,Occitanie,non,non,5098,83701
Roy,Pauline,28,181.9,73.2,H,oui,master,Bretagne,non,non,3732,42190
Laine,Victor,42,181.1,61.5,F,oui,doctorat,Bretagne,oui,oui,1520,83672
Guillon,Nathalie,52,170.8,82.9,H,non,aucun,Normandie,oui,non,2666,42421
Bigot,William,64,154.2,58.0,F,non,bac,Auvergne-Rhône-Alpes,non,non,2411,83659
Maillet,Anastasie,66,169.2,99.6,F,non,bac,Auvergne-Rhône-Alpes,non,oui,836,84236
Jourdan,Renée,56,175.1,92.3,F,oui,bac,Île-de-France,non,oui,5225,84223
Vaillant,Charles,18,166.0,77.4,H,non,doctorat,Occitanie,non,oui,3183,41638
Boulay,Claude,68,172.0,68.5,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,3023,42105
Mace,Éric,42,144.7,80.2,F,non,bac,Île-de-France,oui,oui,2651,84043
Pottier,Valérie,30,167.8,100.7,F,oui,bac,Île-de-France,non,non,1690,84347
Roger,Emmanuel,63,166.0,99.9,F,oui,aucun,Bretagne,oui,oui,1501,83642
Fernandez,Paulette,49,164.5,67.8,F,oui,bac+2,Occitanie,oui,oui,3508,84143
Collet,Jeannine,70,172.1,50.6,F,oui,bac+2,Occitanie,oui,oui,1861,84011
Fischer,Suzanne,60,163.9,68.8,H,oui,doctorat,Hauts-de-France,oui,oui,3011,42338
Lopez,Danielle,54,174.2,43.4,H,non,bac,Île-de-France,non,non,3776,42312
Rivière,Thierry,74,172.5,90.8,F,oui,master,Île-de-France,non,oui,3033,84147
Lévêque,Éric,44,181.0,77.0,F,oui,doctorat,Occitanie,non,oui,4115,83670
Leduc,Thérèse,66,175.2,68.5,H,oui,aucun,Bretagne,non,oui,5226,41999
Grégoire,Joseph,38,178.9,78.6,H,non,bac,Auvergne-Rhône-Alpes,oui,non,968,42298
Lemonnier,Catherine,69,157.1,74.4,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,2674,42414
Duhamel,Théodore,39,163.9,72.1,F,oui,aucun,Île-de-France,non,oui,4406,83920
Meyer,Stéphane,19,177.0,52.9,F,non,bac,Provence-Alpes-Côte d’Azur,non,oui,2366,83578
Daniel,Julien,39,162.0,64.2,H,non,doctorat,Corse,oui,non,2003,41970
Delattre,Océane,57,165.2,51.2,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,2346,83573
